holiday,weekend,mon,tue,wed,thur,fri,sat,sun,temperature,rain,humidity
1,1,0,0,0,0,0,1,0,28.6,0.0,54.4
1,1,0,0,0,0,0,0,1,25.3,2.3,78.9
0,0,1,0,0,0,0,0,0,23.4,20.9,83.3
0,0,0,1,0,0,0,0,0,22.9,2.0,84.8
0,0,0,0,1,0,0,0,0,22.6,66.1,90.8
1,0,0,0,0,1,0,0,0,22.0,168.4,96.6
0,0,0,0,0,0,1,0,0,24.3,0.1,90.3
1,1,0,0,0,0,0,1,0,24.6,33.5,93.1
1,1,0,0,0,0,0,0,1,27.9,0.0,77.3
0,0,1,0,0,0,0,0,0,28.4,0.0,76.1
0,0,0,1,0,0,0,0,0,28.6,7.5,78.0
0,0,0,0,1,0,0,0,0,28.9,0.0,75.0
0,0,0,0,0,1,0,0,0,29.9,0.0,70.1
0,0,0,0,0,0,1,0,0,30.4,0.0,68.0
1,1,0,0,0,0,0,1,0,30.6,0.0,66.8
1,1,0,0,0,0,0,0,1,31.6,0.0,61.5
0,0,1,0,0,0,0,0,0,30.9,0.0,66.3
0,0,0,1,0,0,0,0,0,31.2,0.0,62.6
0,0,0,0,1,0,0,0,0,30.9,0.0,59.6
0,0,0,0,0,1,0,0,0,29.9,0.0,61.9
0,0,0,0,0,0,1,0,0,30.4,0.0,64.5
1,1,0,0,0,0,0,1,0,31.2,0.0,65.3
1,1,0,0,0,0,0,0,1,27.4,46.7,80.8
0,0,1,0,0,0,0,0,0,28.4,11.4,81.0
0,0,0,1,0,0,0,0,0,29.3,0.0,71.0
0,0,0,0,1,0,0,0,0,28.0,1.9,84.3
0,0,0,0,0,1,0,0,0,27.5,0.0,74.5
0,0,0,0,0,0,1,0,0,26.1,0.0,75.0
1,1,0,0,0,0,0,1,0,24.3,0.8,89.6
1,1,0,0,0,0,0,0,1,26.2,0.0,73.5
0,0,1,0,0,0,0,0,0,24.3,2.3,86.4
0,0,0,1,0,0,0,0,0,24.3,0.2,82.8
0,0,0,0,1,0,0,0,0,26.8,5.4,86.0
0,0,0,0,0,1,0,0,0,28.5,0.0,74.5
1,0,0,0,0,0,1,0,0,28.9,0.0,78.6
1,1,0,0,0,0,0,1,0,28.6,0.0,74.6
1,1,0,0,0,0,0,0,1,28.2,0.0,76.3
0,0,1,0,0,0,0,0,0,29.2,0.0,70.9
0,0,0,1,0,0,0,0,0,29.0,0.0,73.0
0,0,0,0,1,0,0,0,0,29.5,0.0,70.9
0,0,0,0,0,1,0,0,0,29.9,0.0,70.3
0,0,0,0,0,0,1,0,0,29.8,0.0,70.1
1,1,0,0,0,0,0,1,0,29.2,0.0,73.1
1,1,0,0,0,0,0,0,1,30.6,0.0,65.3
0,0,1,0,0,0,0,0,0,30.3,0.0,70.0
0,0,0,1,0,0,0,0,0,26.2,36.8,87.0
0,0,0,0,1,0,0,0,0,26.9,0.0,76.9
0,0,0,0,0,1,0,0,0,28.1,0.0,72.8
0,0,0,0,0,0,1,0,0,29.3,0.0,74.4
1,1,0,0,0,0,0,1,0,29.4,0.0,72.0
1,1,0,0,0,0,0,0,1,27.9,0.0,76.9
0,0,1,0,0,0,0,0,0,26.8,7.4,82.4
0,0,0,1,0,0,0,0,0,25.4,0.1,79.5
0,0,0,0,1,0,0,0,0,26.0,8.8,79.4
0,0,0,0,0,1,0,0,0,26.1,0.4,82.1
0,0,0,0,0,0,1,0,0,28.1,0.0,72.3
1,1,0,0,0,0,0,1,0,28.0,23.3,76.3
1,1,0,0,0,0,0,0,1,24.4,41.1,90.5
0,0,1,0,0,0,0,0,0,22.2,0.0,85.5
0,0,0,1,0,0,0,0,0,20.4,8.4,85.6
0,0,0,0,1,0,0,0,0,23.8,0.0,78.4
0,0,0,0,0,1,0,0,0,24.9,0.0,69.6
0,0,0,0,0,0,1,0,0,22.8,24.4,83.3
1,1,0,0,0,0,0,1,0,25.1,20.1,83.0
1,1,0,0,0,0,0,0,1,25.3,0.0,78.4
0,0,1,0,0,0,0,0,0,25.3,0.0,81.0
0,0,0,1,0,0,0,0,0,25.8,65.3,88.0
0,0,0,0,1,0,0,0,0,23.5,48.7,93.3
0,0,0,0,0,1,0,0,0,21.9,0.0,80.5
0,0,0,0,0,0,1,0,0,20.3,6.0,77.8
1,1,0,0,0,0,0,1,0,20.1,53.6,90.6
1,1,0,0,0,0,0,0,1,21.6,0.0,75.3
0,0,1,0,0,0,0,0,0,21.2,0.0,66.5
0,0,0,1,0,0,0,0,0,22.3,0.0,60.8
0,0,0,0,1,0,0,0,0,22.9,11.5,81.3
0,0,0,0,0,1,0,0,0,22.2,14.8,96.4
0,0,0,0,0,0,1,0,0,21.3,0.0,83.5
1,1,0,0,0,0,0,1,0,23.1,0.0,78.3
1,1,0,0,0,0,0,0,1,20.4,27.2,95.3
0,0,1,0,0,0,0,0,0,19.9,0.0,80.0
0,0,0,1,0,0,0,0,0,19.3,0.0,79.8
0,0,0,0,1,0,0,0,0,20.3,0.0,75.9
0,0,0,0,0,1,0,0,0,20.5,0.0,80.3
1,0,0,0,0,0,1,0,0,18.5,13.7,93.6
1,1,0,0,0,0,0,1,0,20.7,1.5,94.6
1,1,0,0,0,0,0,0,1,21.7,0.9,94.5
1,0,1,0,0,0,0,0,0,19.9,31.2,95.5
1,0,0,1,0,0,0,0,0,19.9,12.9,95.8
1,0,0,0,1,0,0,0,0,21.2,1.3,91.6
1,0,0,0,0,1,0,0,0,21.1,0.0,76.0
0,0,0,0,0,0,1,0,0,21.5,0.0,73.5
1,1,0,0,0,0,0,1,0,23.1,0.0,72.9
1,1,0,0,0,0,0,0,1,20.9,0.8,88.3
0,0,1,0,0,0,0,0,0,18.6,58.3,93.1
0,0,0,1,0,0,0,0,0,18.3,5.7,88.8
0,0,0,0,1,0,0,0,0,20.3,14.1,79.8
0,0,0,0,0,1,0,0,0,19.4,30.6,88.8
0,0,0,0,0,0,1,0,0,19.8,20.9,81.8
1,1,0,0,0,0,0,1,0,16.6,19.3,92.3
1,1,0,0,0,0,0,0,1,16.3,0.0,79.0
0,0,1,0,0,0,0,0,0,11.5,0.0,71.8
0,0,0,1,0,0,0,0,0,11.3,0.0,73.3
0,0,0,0,1,0,0,0,0,13.4,0.0,78.0
0,0,0,0,0,1,0,0,0,15.8,0.0,76.6
0,0,0,0,0,0,1,0,0,15.7,0.0,76.4
1,1,0,0,0,0,0,1,0,14.3,0.0,77.1
1,1,0,0,0,0,0,0,1,13.2,0.0,74.9
0,0,1,0,0,0,0,0,0,9.5,0.0,53.4
0,0,0,1,0,0,0,0,0,8.5,0.0,63.3
0,0,0,0,1,0,0,0,0,9.6,0.0,67.5
0,0,0,0,0,1,0,0,0,10.2,0.0,75.3
0,0,0,0,0,0,1,0,0,12.6,0.0,75.9
1,1,0,0,0,0,0,1,0,13.6,0.6,69.0
1,1,0,0,0,0,0,0,1,9.4,2.1,65.3
0,0,1,0,0,0,0,0,0,7.0,0.0,64.6
0,0,0,1,0,0,0,0,0,10.5,0.0,72.6
0,0,0,0,1,0,0,0,0,10.4,0.0,78.1
0,0,0,0,0,1,0,0,0,11.3,0.0,79.4
0,0,0,0,0,0,1,0,0,13.3,0.0,73.6
1,1,0,0,0,0,0,1,0,13.7,0.4,77.8
1,1,0,0,0,0,0,0,1,13.7,0.0,66.3
0,0,1,0,0,0,0,0,0,8.9,0.0,42.0
0,0,0,1,0,0,0,0,0,8.2,0.0,58.8
0,0,0,0,1,0,0,0,0,8.8,0.0,70.6
0,0,0,0,0,1,0,0,0,9.3,0.0,70.0
0,0,0,0,0,0,1,0,0,8.5,0.0,66.0
1,1,0,0,0,0,0,1,0,8.8,0.0,63.0
1,1,0,0,0,0,0,0,1,11.2,0.9,64.5
0,0,1,0,0,0,0,0,0,5.6,0.0,52.8
0,0,0,1,0,0,0,0,0,3.0,0.0,52.5
0,0,0,0,1,0,0,0,0,4.4,0.0,55.3
0,0,0,0,0,1,0,0,0,8.5,0.0,61.9
0,0,0,0,0,0,1,0,0,7.0,0.0,56.1
1,1,0,0,0,0,0,1,0,7.6,0.0,67.8
1,1,0,0,0,0,0,0,1,8.8,0.0,71.6
0,0,1,0,0,0,0,0,0,12.0,0.0,72.4
0,0,0,1,0,0,0,0,0,8.0,7.0,75.9
0,0,0,0,1,0,0,0,0,7.2,0.0,64.0
0,0,0,0,0,1,0,0,0,5.2,6.1,76.5
0,0,0,0,0,0,1,0,0,3.7,0.0,50.0
1,1,0,0,0,0,0,1,0,6.6,0.0,62.9
1,1,0,0,0,0,0,0,1,13.9,0.0,70.4
0,0,1,0,0,0,0,0,0,7.9,0.0,49.9
0,0,0,1,0,0,0,0,0,2.2,0.0,43.9
0,0,0,0,1,0,0,0,0,-3.2,0.0,49.4
0,0,0,0,0,1,0,0,0,-1.6,1.1,61.1
0,0,0,0,0,0,1,0,0,-1.1,0.0,54.3
1,1,0,0,0,0,0,1,0,4.3,0.0,64.0
1,1,0,0,0,0,0,0,1,10.4,0.0,74.3
0,0,1,0,0,0,0,0,0,4.9,0.0,33.8
0,0,0,1,0,0,0,0,0,2.2,0.0,58.3
0,0,0,0,1,0,0,0,0,5.1,0.0,66.5
0,0,0,0,0,1,0,0,0,5.0,6.9,71.9
0,0,0,0,0,0,1,0,0,3.1,0.0,58.8
1,1,0,0,0,0,0,1,0,3.6,10.0,82.4
1,1,0,0,0,0,0,0,1,1.1,0.0,78.0
0,0,1,0,0,0,0,0,0,1.8,0.0,77.9
0,0,0,1,0,0,0,0,0,5.7,0.0,79.1
0,0,0,0,1,0,0,0,0,5.2,0.0,68.4
0,0,0,0,0,1,0,0,0,2.4,0.0,62.8
0,0,0,0,0,0,1,0,0,4.7,0.0,68.4
1,1,0,0,0,0,0,1,0,7.7,2.8,82.3
1,1,0,0,0,0,0,0,1,-0.1,0.0,45.0
0,0,1,0,0,0,0,0,0,-0.5,0.0,55.6
0,0,0,1,0,0,0,0,0,1.7,10.9,76.9
0,0,0,0,1,0,0,0,0,2.6,3.1,88.4
1,0,0,0,0,1,0,0,0,-1.7,0.0,63.8
0,0,0,0,0,0,1,0,0,-6.2,0.0,41.9
1,1,0,0,0,0,0,1,0,-2.2,0.1,69.3
1,1,0,0,0,0,0,0,1,3.6,0.0,77.5
0,0,1,0,0,0,0,0,0,5.3,1.0,79.4
0,0,0,1,0,0,0,0,0,0.4,0.0,46.9
0,0,0,0,1,0,0,0,0,-3.4,0.0,44.8
1,0,0,0,0,1,0,0,0,-6.2,0.0,42.0
0,0,0,0,0,0,1,0,0,-6.2,0.0,53.1
1,1,0,0,0,0,0,1,0,-2.9,0.0,65.0
1,1,0,0,0,0,0,0,1,2.5,0.0,62.5
0,0,1,0,0,0,0,0,0,-0.2,0.0,52.1
0,0,0,1,0,0,0,0,0,-0.7,0.0,47.9
0,0,0,0,1,0,0,0,0,1.3,0.0,54.6
0,0,0,0,0,1,0,0,0,-3.6,0.0,37.8
0,0,0,0,0,0,1,0,0,1.2,0.0,55.5
1,1,0,0,0,0,0,1,0,3.9,1.1,54.8
1,1,0,0,0,0,0,0,1,-5.0,0.0,48.3
0,0,1,0,0,0,0,0,0,-1.5,1.3,68.4
0,0,0,1,0,0,0,0,0,0.5,0.3,53.3
0,0,0,0,1,0,0,0,0,-1.0,0.0,42.3
0,0,0,0,0,1,0,0,0,7.9,0.0,73.3
0,0,0,0,0,0,1,0,0,2.6,0.0,81.0
1,1,0,0,0,0,0,1,0,2.5,0.0,58.6
1,1,0,0,0,0,0,0,1,1.6,0.0,57.4
0,0,1,0,0,0,0,0,0,-1.0,0.6,59.5
0,0,0,1,0,0,0,0,0,-6.4,0.0,44.3
0,0,0,0,1,0,0,0,0,-7.1,0.0,56.8
0,0,0,0,0,1,0,0,0,-6.9,0.0,53.6
0,0,0,0,0,0,1,0,0,-3.8,0.0,65.8
1,1,0,0,0,0,0,1,0,-3.0,0.9,53.8
1,1,0,0,0,0,0,0,1,-4.0,0.0,43.9
0,0,1,0,0,0,0,0,0,-3.5,0.0,56.8
0,0,0,1,0,0,0,0,0,-1.8,0.0,47.9
0,0,0,0,1,0,0,0,0,-4.0,0.0,35.9
0,0,0,0,0,1,0,0,0,-3.0,0.0,41.8
0,0,0,0,0,0,1,0,0,-4.6,0.0,40.0
1,1,0,0,0,0,0,1,0,-3.6,0.0,49.0
1,1,0,0,0,0,0,0,1,-1.0,0.1,51.0
0,0,1,0,0,0,0,0,0,-1.9,2.4,64.8
0,0,0,1,0,0,0,0,0,-0.5,0.0,63.5
0,0,0,0,1,0,0,0,0,2.1,0.0,68.3
0,0,0,0,0,1,0,0,0,4.8,0.0,66.3
0,0,0,0,0,0,1,0,0,-2.9,0.0,38.4
1,1,0,0,0,0,0,1,0,-5.7,0.0,39.8
1,1,0,0,0,0,0,0,1,-6.7,0.0,50.4
0,0,1,0,0,0,0,0,0,-2.0,0.0,55.3
0,0,0,1,0,0,0,0,0,1.5,0.0,71.1
0,0,0,0,1,0,0,0,0,3.1,0.0,73.9
0,0,0,0,0,1,0,0,0,2.6,0.0,61.5
0,0,0,0,0,0,1,0,0,4.6,0.0,65.4
1,1,0,0,0,0,0,1,0,6.6,0.0,73.3
1,1,0,0,0,0,0,0,1,5.8,0.0,60.9
0,0,1,0,0,0,0,0,0,2.1,0.0,45.8
0,0,0,1,0,0,0,0,0,1.9,0.0,52.8
0,0,0,0,1,0,0,0,0,3.5,0.0,49.0
0,0,0,0,0,1,0,0,0,2.1,0.0,47.9
0,0,0,0,0,0,1,0,0,5.6,0.0,49.0
1,1,0,0,0,0,0,1,0,10.6,0.0,44.6
1,1,0,0,0,0,0,0,1,9.4,0.0,44.8
0,0,1,0,0,0,0,0,0,3.0,0.0,31.8
0,0,0,1,0,0,0,0,0,0.8,9.3,71.4
0,0,0,0,1,0,0,0,0,6.3,0.0,66.6
0,0,0,0,0,1,0,0,0,7.7,0.0,61.6
0,0,0,0,0,0,1,0,0,8.2,0.0,68.3
1,1,0,0,0,0,0,1,0,7.9,0.0,63.0
1,1,0,0,0,0,0,0,1,8.6,0.0,57.3
0,0,1,0,0,0,0,0,0,5.9,17.5,80.3
0,0,0,1,0,0,0,0,0,6.9,0.1,70.8
0,0,0,0,1,0,0,0,0,6.5,0.0,55.9
0,0,0,0,0,1,0,0,0,7.4,7.0,69.3
0,0,0,0,0,0,1,0,0,2.0,7.3,76.5
1,1,0,0,0,0,0,1,0,1.5,0.0,51.0
1,1,0,0,0,0,0,0,1,2.2,0.0,46.9
0,0,1,0,0,0,0,0,0,2.8,0.0,56.4
0,0,0,1,0,0,0,0,0,3.6,0.0,56.1
0,0,0,0,1,0,0,0,0,4.9,0.0,52.9
0,0,0,0,0,1,0,0,0,6.8,0.0,58.4
0,0,0,0,0,0,1,0,0,7.4,0.0,46.4
1,1,0,0,0,0,0,1,0,7.6,0.0,45.3
1,1,0,0,0,0,0,0,1,6.2,0.0,66.4
0,0,1,0,0,0,0,0,0,7.5,0.0,60.9
0,0,0,1,0,0,0,0,0,9.3,0.0,46.1
0,0,0,0,1,0,0,0,0,6.2,9.5,87.8
0,0,0,0,0,1,0,0,0,6.0,0.0,51.1
0,0,0,0,0,0,1,0,0,6.9,0.0,57.5
1,1,0,0,0,0,0,1,0,8.9,0.0,51.6
1,1,0,0,0,0,0,0,1,10.6,0.0,36.1
0,0,1,0,0,0,0,0,0,11.8,0.0,35.5
0,0,0,1,0,0,0,0,0,13.4,0.0,44.5
0,0,0,0,1,0,0,0,0,13.3,0.0,50.0
0,0,0,0,0,1,0,0,0,13.1,0.0,50.8
0,0,0,0,0,0,1,0,0,13.3,0.0,47.3
1,1,0,0,0,0,0,1,0,13.2,0.0,50.9
1,1,0,0,0,0,0,0,1,13.9,0.0,38.8
0,0,1,0,0,0,0,0,0,12.9,11.3,61.4
0,0,0,1,0,0,0,0,0,14.0,17.2,72.3
0,0,0,0,1,0,0,0,0,13.3,0.0,61.5
0,0,0,0,0,1,0,0,0,11.6,0.0,54.4
0,0,0,0,0,0,1,0,0,14.6,0.0,57.4
1,1,0,0,0,0,0,1,0,11.5,33.8,86.3
1,1,0,0,0,0,0,0,1,11.6,0.0,54.3
0,0,1,0,0,0,0,0,0,10.0,7.3,77.1
0,0,0,1,0,0,0,0,0,8.2,0.0,37.0
0,0,0,0,1,0,0,0,0,10.3,0.0,39.4
0,0,0,0,0,1,0,0,0,10.9,14.5,76.5
0,0,0,0,0,0,1,0,0,10.6,4.1,90.6
1,1,0,0,0,0,0,1,0,13.5,0.0,73.3
1,1,0,0,0,0,0,0,1,15.8,0.0,53.4
0,0,1,0,0,0,0,0,0,19.0,0.0,38.1
0,0,0,1,0,0,0,0,0,18.5,0.0,39.6
0,0,0,0,1,0,0,0,0,19.0,0.0,43.9
0,0,0,0,0,1,0,0,0,19.9,0.0,32.4
0,0,0,0,0,0,1,0,0,15.0,1.4,56.9
1,1,0,0,0,0,0,1,0,18.0,0.0,59.3
1,1,0,0,0,0,0,0,1,20.0,0.0,54.3
0,0,1,0,0,0,0,0,0,13.3,0.2,66.4
0,0,0,1,0,0,0,0,0,13.3,0.0,40.0
0,0,0,0,1,0,0,0,0,14.4,0.0,40.4
0,0,0,0,0,1,0,0,0,16.4,0.0,37.5
0,0,0,0,0,0,1,0,0,16.7,0.0,29.0
1,1,0,0,0,0,0,1,0,17.7,0.0,36.3
1,1,0,0,0,0,0,0,1,17.3,0.0,36.1
0,0,1,0,0,0,0,0,0,17.4,0.0,35.1
0,0,0,1,0,0,0,0,0,14.7,0.0,51.0
0,0,0,0,1,0,0,0,0,14.2,0.0,53.0
0,0,0,0,0,1,0,0,0,16.2,0.0,42.9
0,0,0,0,0,0,1,0,0,16.7,0.0,42.5
1,1,0,0,0,0,0,1,0,17.8,0.0,55.6
1,1,0,0,0,0,0,0,1,12.8,17.2,92.3
0,0,1,0,0,0,0,0,0,14.2,0.0,52.0
1,0,0,1,0,0,0,0,0,14.9,0.0,49.1
0,0,0,0,1,0,0,0,0,17.2,0.0,52.4
0,0,0,0,0,1,0,0,0,16.6,0.1,64.4
0,0,0,0,0,0,1,0,0,15.7,0.0,44.1
1,1,0,0,0,0,0,1,0,16.1,0.0,47.5
1,1,0,0,0,0,0,0,1,18.1,0.0,48.9
0,0,1,0,0,0,0,0,0,18.8,0.1,65.8
0,0,0,1,0,0,0,0,0,17.2,23.0,90.4
0,0,0,0,1,0,0,0,0,20.0,0.0,67.8
0,0,0,0,0,1,0,0,0,23.1,0.0,55.1
0,0,0,0,0,0,1,0,0,23.2,0.0,50.5
1,1,0,0,0,0,0,1,0,22.8,0.0,52.8
1,1,0,0,0,0,0,0,1,22.7,0.0,51.9
0,0,1,0,0,0,0,0,0,23.2,0.0,50.4
0,0,0,1,0,0,0,0,0,22.2,0.0,50.5
0,0,0,0,1,0,0,0,0,16.4,74.0,90.9
0,0,0,0,0,1,0,0,0,17.5,3.1,93.0
0,0,0,0,0,0,1,0,0,20.9,0.0,64.6
1,1,0,0,0,0,0,1,0,19.4,0.0,61.9
1,1,0,0,0,0,0,0,1,21.6,0.0,66.3
0,0,1,0,0,0,0,0,0,24.6,0.0,67.0
0,0,0,1,0,0,0,0,0,24.7,0.3,71.4
0,0,0,0,1,0,0,0,0,22.3,16.8,83.3
0,0,0,0,0,1,0,0,0,21.1,4.9,90.1
0,0,0,0,0,0,1,0,0,21.3,0.0,65.6
1,1,0,0,0,0,0,1,0,22.4,0.0,59.3
1,1,0,0,0,0,0,0,1,24.0,0.0,52.9
0,0,1,0,0,0,0,0,0,24.0,0.0,55.4
0,0,0,1,0,0,0,0,0,23.6,0.0,67.4
0,0,0,0,1,0,0,0,0,25.2,0.0,68.4
0,0,0,0,0,1,0,0,0,24.4,5.4,71.4
0,0,0,0,0,0,1,0,0,21.3,0.0,55.8
1,1,0,0,0,0,0,1,0,22.4,0.0,50.0
1,1,0,0,0,0,0,0,1,23.3,0.0,57.3
0,0,1,0,0,0,0,0,0,20.6,0.0,66.8
0,0,0,1,0,0,0,0,0,21.8,0.0,60.0
0,0,0,0,1,0,0,0,0,21.8,0.0,52.3
0,0,0,0,0,1,0,0,0,21.2,0.0,63.1
0,0,0,0,0,0,1,0,0,22.0,0.0,60.4
1,1,0,0,0,0,0,1,0,24.2,0.0,50.5
1,1,0,0,0,0,0,0,1,22.9,3.1,71.9
0,0,1,0,0,0,0,0,0,24.8,0.0,57.3
0,0,0,1,0,0,0,0,0,26.8,0.0,53.0
0,0,0,0,1,0,0,0,0,25.0,17.8,72.0
0,0,0,0,0,1,0,0,0,25.7,0.9,76.4
0,0,0,0,0,0,1,0,0,25.8,10.3,76.4
1,1,0,0,0,0,0,1,0,22.1,61.2,92.4
1,1,0,0,0,0,0,0,1,23.1,0.7,75.8
0,0,1,0,0,0,0,0,0,22.5,1.2,81.3
0,0,0,1,0,0,0,0,0,22.3,0.0,67.9
0,0,0,0,1,0,0,0,0,22.2,0.0,63.0
0,0,0,0,0,1,0,0,0,22.9,0.3,69.6
0,0,0,0,0,0,1,0,0,23.8,0.0,64.5
1,1,0,0,0,0,0,1,0,25.4,0.0,62.1
1,1,0,0,0,0,0,0,1,25.8,0.3,64.6
0,0,1,0,0,0,0,0,0,26.5,0.0,68.8
0,0,0,1,0,0,0,0,0,26.0,8.5,68.3
